,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,Power Forwards & Futures (Data),,,,
1,Source: OTC Global Holdings,,,,
2,Region: ERCOT,,,,
3,Forward Term: Monthly,,,,
4,Peak: Off Peak,,,,
5,As Of: 08/13/2012,,,,
6,As Of : 8/13/2012,,,,
7,Term,Houston Zone,North Zone,South Zone,West Zone
8,Aug 2012,8.43,11.85,11.86,20.93
9,Sep 2012,16.74,17.47,17.48,18.18
10,Oct 2012,21.93,22.15,22.45,21.68
11,Nov 2012,19.48,20.67,20.33,16.44
12,Dec 2012,22.52,23.43,23.22,23.64
13,Jan 2013,26.58,26.34,28.41,23.09
14,Feb 2013,27.22,26.51,20.68,21.64
15,Mar 2013,27.53,25.34,20.45,16.04
16,Apr 2013,29.25,25.85,21.68,16.95
17,May 2013,34.52,31.4,28.45,23.5
18,Jun 2013,41.85,38.42,36.4,29.12
19,Jul 2013,31.94,29.48,27.56,26.69
20,Aug 2013,37.34,35.35,33.53,31.34
21,Sep 2013,32.52,31.22,30.33,30
22,Oct 2013,23.72,22.17,22.57,18.69
23,Nov 2013,23.11,22.62,22.15,14.91
24,Dec 2013,25.66,24.86,24.53,21.37
25,Jan 2014,30.94,31.52,34.31,26.78
26,Feb 2014,31.92,31.87,24.66,25.15
27,Mar 2014,27.51,26.67,21.26,16.18
28,Apr 2014,28.08,26.25,21.84,16.74
29,May 2014,32.85,30.81,27.94,23.23
30,Jun 2014,39.66,37.58,35.8,28.93
31,Jul 2014,32.74,31.12,29.17,28.43
32,Aug 2014,38.44,37.49,35.56,33.48
33,Sep 2014,32.65,32.1,31.17,30.11
34,Oct 2014,24.06,23.13,23.48,19.4
35,Nov 2014,23.37,23.52,22.99,15.3
36,Dec 2014,26.11,25.92,25.54,21.9
37,Jan 2015,33.39,34.07,37.06,28.88
38,Feb 2015,34.32,34.31,26.43,27.03
39,Mar 2015,28.78,27.93,22.26,16.91
40,Apr 2015,28.9,27.01,22.48,17.16
41,May 2015,33.47,31.41,28.56,23.67
42,Jun 2015,40.77,38.71,36.91,29.71
43,Jul 2015,34.11,32.47,30.41,29.87
44,Aug 2015,40.13,39.16,37.11,35.2
45,Sep 2015,33.46,32.96,32.06,30.85
46,Oct 2015,25,24.03,24.41,20.12
47,Nov 2015,24.31,24.45,23.87,15.86
48,Dec 2015,27.12,26.94,26.54,22.7
49,Jan 2016,34.71,35.37,38.45,30
50,Feb 2016,35.73,35.65,27.45,28.06
51,Mar 2016,29.96,29.04,23.18,17.63
52,Apr 2016,30.15,28.17,23.45,17.9
53,May 2016,34.93,32.75,29.81,24.64
54,Jun 2016,42.55,40.31,38.45,30.93
55,Jul 2016,35.56,33.82,31.68,31.13
56,Aug 2016,41.77,40.78,38.69,36.67
57,Sep 2016,34.85,34.35,33.36,32.13
58,Oct 2016,26.04,25.01,25.4,20.93
59,Nov 2016,25.27,25.42,24.87,16.48
60,Dec 2016,28.17,27.96,27.56,23.56
61,Jan 2017,35.84,36.47,39.72,30.97
62,Feb 2017,36.89,36.83,28.39,28.99
63,Mar 2017,30.95,30.01,23.99,18.2
64,Apr 2017,31.2,29.19,24.32,18.54
65,May 2017,36.18,34.02,30.92,25.58
66,Jun 2017,44.11,41.77,39.87,32.09
67,Jul 2017,36.8,35.04,32.83,32.27
68,Aug 2017,43.27,42.26,40.1,38.03
69,Sep 2017,36.1,35.58,34.59,33.31
70,Oct 2017,26.98,25.95,26.37,21.7
71,Nov 2017,26.25,26.45,25.84,17.13
72,Dec 2017,29.27,29.07,28.65,24.49
73,Jan 2018,37.37,38.11,41.44,32.34
74,Feb 2018,38.54,38.45,29.64,30.3
75,Mar 2018,32.36,31.38,25.07,19.05
76,Apr 2018,32.72,30.58,25.46,19.46
77,May 2018,37.94,35.64,32.38,26.82
78,Jun 2018,46.21,43.79,41.76,33.62
79,Jul 2018,38.59,36.76,34.43,33.82
80,Aug 2018,45.4,44.29,42,39.84
81,Sep 2018,37.88,37.3,36.25,34.92
82,Oct 2018,28.28,27.15,27.6,22.72
83,Nov 2018,27.49,27.67,27.02,17.92
84,Dec 2018,30.64,30.42,29.95,25.64
85,Jan 2019,39.9,40.82,43.91,32.82
86,Feb 2019,41.03,41.11,31.7,30.41
87,Mar 2019,34.5,33.51,26.78,19.03
88,Apr 2019,34.91,32.75,27.31,19.6
89,May 2019,40.29,37.98,34.62,27.68
90,Jun 2019,51.45,48.8,46.49,35.07
91,Jul 2019,50.24,48.56,44.59,51.48
