,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 07/23/2013,
6,As Of : 7/23/2013,
7,Term,Alberta
8,Jul 2013,94.06
9,Aug 2013,114.7
10,Sep 2013,119.06
11,Oct 2013,85
12,Nov 2013,82.96
13,Dec 2013,83.73
14,Jan 2014,98.48
15,Feb 2014,86.41
16,Mar 2014,74.2
17,Apr 2014,58.92
18,May 2014,63.96
19,Jun 2014,73.26
20,Jul 2014,95.25
21,Aug 2014,86.35
22,Sep 2014,74.99
23,Oct 2014,66.87
24,Nov 2014,67.27
25,Dec 2014,76.04
26,Jan 2015,76.48
27,Feb 2015,62.71
28,Mar 2015,57.12
29,Apr 2015,49.73
30,May 2015,53.94
31,Jun 2015,61.69
32,Jul 2015,81.2
33,Aug 2015,73.57
34,Sep 2015,63.88
35,Oct 2015,68.54
36,Nov 2015,68.83
37,Dec 2015,77.96
38,Jan 2016,79.51
39,Feb 2016,65.2
40,Mar 2016,59.39
41,Apr 2016,55.24
42,May 2016,59.94
43,Jun 2016,68.55
44,Jul 2016,84.45
45,Aug 2016,76.58
46,Sep 2016,66.51
47,Oct 2016,66.58
48,Nov 2016,67.02
49,Dec 2016,76.06
50,Jan 2017,83.38
51,Feb 2017,68.37
52,Mar 2017,62.3
53,Apr 2017,58.11
54,May 2017,63.08
55,Jun 2017,72.15
56,Jul 2017,88.91
57,Aug 2017,80.64
58,Sep 2017,70.12
59,Oct 2017,70.27
60,Nov 2017,71.3
61,Dec 2017,81.45
62,Jan 2018,87.25
63,Feb 2018,71.57
64,Mar 2018,65.26
65,Apr 2018,61.48
66,May 2018,66.72
67,Jun 2018,76.29
68,Jul 2018,93.96
69,Aug 2018,85.23
70,Sep 2018,74.12
71,Oct 2018,74.32
72,Nov 2018,75.46
73,Dec 2018,86.23
74,Jan 2019,87.53
75,Feb 2019,71.88
76,Mar 2019,65.57
77,Apr 2019,62.25
78,May 2019,67.69
79,Jun 2019,77.51
80,Jul 2019,95.57
81,Aug 2019,86.8
82,Sep 2019,75.48
83,Oct 2019,75.64
84,Nov 2019,76.64
85,Dec 2019,87.29
86,Jan 2020,94.67
87,Feb 2020,77.8
88,Mar 2020,71.05
89,Apr 2020,67.89
90,May 2020,73.8
91,Jun 2020,84.46
