,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,Power Forwards & Futures (Data),,,,
1,Source: OTC Global Holdings,,,,
2,Region: ERCOT,,,,
3,Forward Term: Monthly,,,,
4,Peak: On Peak,,,,
5,As Of: 05/08/2012,,,,
6,As Of : 5/8/2012,,,,
7,Term,Houston Zone,North Zone,South Zone,West Zone
8,May 2012,24.5,27.87,30.95,27.23
9,Jun 2012,37.13,35.05,38.76,31.78
10,Jul 2012,61.19,61.19,62.21,62.25
11,Aug 2012,77.44,77.44,78.14,77.13
12,Sep 2012,39.54,38,38.87,37.3
13,Oct 2012,30.91,31.21,32.25,28.68
14,Nov 2012,31.88,28.71,28.65,25.33
15,Dec 2012,34.33,32.26,32.21,30.51
16,Jan 2013,30.94,31.43,31.53,28.9
17,Feb 2013,36.55,37.27,37.94,33.54
18,Mar 2013,32.55,32.67,33.77,25.56
19,Apr 2013,39.31,37.47,39.08,32.95
20,May 2013,39.69,35.93,39.9,32.95
21,Jun 2013,46.73,44.14,48.82,40.01
22,Jul 2013,85.1,84.23,85.61,85.65
23,Aug 2013,88.92,90.07,90.89,89.67
24,Sep 2013,39.31,38.06,38.94,37.33
25,Oct 2013,36.87,35.69,36.85,32.78
26,Nov 2013,35.7,36.07,35.98,31.81
27,Dec 2013,36.48,37.16,37.1,35.15
28,Jan 2014,34.42,34.93,35.06,32.13
29,Feb 2014,40.25,41.04,41.78,36.94
30,Mar 2014,35.47,35.58,36.79,27.84
31,Apr 2014,41.23,39.3,40.99,34.56
32,May 2014,41.37,37.46,41.6,34.35
33,Jun 2014,48.44,45.75,50.59,41.47
34,Jul 2014,87.9,87.01,88.43,88.48
35,Aug 2014,91.78,92.96,93.82,92.56
36,Sep 2014,47.01,45.51,46.56,44.63
37,Oct 2014,38.03,36.81,38.01,33.81
38,Nov 2014,36.49,36.86,36.78,32.52
39,Dec 2014,36.95,37.66,37.6,35.61
40,Jan 2015,36.43,36.98,37.1,34.01
41,Feb 2015,42.56,43.39,44.18,39.06
42,Mar 2015,37.37,37.5,38.77,29.33
43,Apr 2015,42.96,40.95,42.72,36.01
44,May 2015,43.07,38.98,43.29,35.76
45,Jun 2015,50.29,47.5,52.54,43.06
46,Jul 2015,91.11,90.19,91.67,91.71
47,Aug 2015,95.09,96.33,97.21,95.91
48,Sep 2015,48.71,47.17,48.25,46.25
49,Oct 2015,39.39,38.13,39.39,35.02
50,Nov 2015,37.74,38.13,38.04,33.64
51,Dec 2015,38.17,38.89,38.83,36.79
52,Jan 2016,37.96,38.54,38.66,35.43
53,Feb 2016,44.35,45.22,46.03,40.71
54,Mar 2016,38.99,39.11,40.43,30.59
55,Apr 2016,44.79,42.69,44.52,37.54
56,May 2016,44.88,40.62,45.11,37.26
57,Jun 2016,52.39,49.49,54.73,44.86
58,Jul 2016,94.86,93.9,95.44,95.47
59,Aug 2016,99.01,100.29,101.2,99.85
60,Sep 2016,50.72,49.11,50.23,48.15
61,Oct 2016,41,39.69,40.99,36.45
62,Nov 2016,39.26,39.65,39.56,34.98
63,Dec 2016,39.64,40.4,40.34,38.22
64,Jan 2017,39.33,39.93,40.07,36.73
65,Feb 2017,45.98,46.88,47.71,42.19
66,Mar 2017,40.43,40.56,41.94,31.73
67,Apr 2017,46.54,44.36,46.27,39.01
68,May 2017,46.59,42.18,46.85,38.69
69,Jun 2017,54.4,51.37,56.82,46.57
70,Jul 2017,98.46,97.45,99.05,99.09
71,Aug 2017,102.81,104.15,105.09,103.69
72,Sep 2017,52.66,50.99,52.16,50
73,Oct 2017,42.57,41.2,42.56,37.84
74,Nov 2017,40.72,41.14,41.04,36.29
75,Dec 2017,41.06,41.85,41.77,39.58
76,Jan 2018,40.55,41.17,41.3,37.86
77,Feb 2018,47.43,48.36,49.22,43.53
78,Mar 2018,41.75,41.88,43.31,32.78
79,Apr 2018,48.22,45.95,47.93,40.41
80,May 2018,48.24,43.66,48.49,40.05
81,Jun 2018,56.3,53.17,58.8,48.2
82,Jul 2018,101.86,100.83,102.48,102.52
83,Aug 2018,106.42,107.81,108.78,107.32
84,Sep 2018,54.55,52.82,54.03,51.78
85,Oct 2018,44.09,42.68,44.08,39.2
86,Nov 2018,42.19,42.62,42.52,37.59
87,Dec 2018,42.52,43.32,43.26,40.98
88,Jan 2019,42.21,42.84,42.99,39.4
89,Feb 2019,49.38,50.34,51.25,45.33
90,Mar 2019,43.52,43.65,45.13,34.15
91,Apr 2019,50.35,47.98,50.05,42.21
