,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 06/06/2013,
6,As Of : 6/6/2013,
7,Term,Alberta
8,Jun 2013,109.43
9,Jul 2013,127.09
10,Aug 2013,119.51
11,Sep 2013,118.07
12,Oct 2013,88.6
13,Nov 2013,84.79
14,Dec 2013,82.7
15,Jan 2014,80.04
16,Feb 2014,78.58
17,Mar 2014,77.07
18,Apr 2014,56.39
19,May 2014,61.24
20,Jun 2014,70.21
21,Jul 2014,94.09
22,Aug 2014,84.63
23,Sep 2014,73.36
24,Oct 2014,61.65
25,Nov 2014,62.66
26,Dec 2014,71.11
27,Jan 2015,76.69
28,Feb 2015,62.74
29,Mar 2015,56.89
30,Apr 2015,49.36
31,May 2015,53.67
32,Jun 2015,61.38
33,Jul 2015,81.59
34,Aug 2015,73.43
35,Sep 2015,63.68
36,Oct 2015,66.98
37,Nov 2015,68.24
38,Dec 2015,77.77
39,Jan 2016,82.24
40,Feb 2016,67.27
41,Mar 2016,61.02
42,Apr 2016,56.48
43,May 2016,61.46
44,Jun 2016,70.35
45,Jul 2016,87.2
46,Aug 2016,78.47
47,Sep 2016,68.08
48,Oct 2016,67.3
49,Nov 2016,68.67
50,Dec 2016,78.2
51,Jan 2017,86.16
52,Feb 2017,70.55
53,Mar 2017,63.99
54,Apr 2017,59.31
55,May 2017,64.53
56,Jun 2017,73.78
57,Jul 2017,91.42
58,Aug 2017,82.23
59,Sep 2017,71.34
60,Oct 2017,70.52
61,Nov 2017,72.16
62,Dec 2017,82.27
63,Jan 2018,90.76
64,Feb 2018,74.36
65,Mar 2018,67.48
66,Apr 2018,62.96
67,May 2018,68.49
68,Jun 2018,78.26
69,Jul 2018,96.91
70,Aug 2018,87.17
71,Sep 2018,75.64
72,Oct 2018,74.81
73,Nov 2018,76.58
74,Dec 2018,87.36
75,Jan 2019,91.21
76,Feb 2019,74.77
77,Mar 2019,67.92
78,Apr 2019,63.99
79,May 2019,69.72
80,Jun 2019,79.72
81,Jul 2019,98.68
82,Aug 2019,88.76
83,Sep 2019,77.01
84,Oct 2019,76.16
85,Nov 2019,77.83
86,Dec 2019,88.55
87,Jan 2020,100.07
88,Feb 2020,82.04
89,Mar 2020,74.57
90,Apr 2020,70.45
91,May 2020,76.75
