,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 11/08/2013,
6,As Of : 11/8/2013,
7,Term,Alberta
8,Nov 2013,64.26
9,Dec 2013,77.86
10,Jan 2014,85.5
11,Feb 2014,77.72
12,Mar 2014,71.75
13,Apr 2014,69.71
14,May 2014,65.21
15,Jun 2014,62.92
16,Jul 2014,82.37
17,Aug 2014,83.16
18,Sep 2014,81.7
19,Oct 2014,64.76
20,Nov 2014,65.73
21,Dec 2014,74.25
22,Jan 2015,75.33
23,Feb 2015,63.72
24,Mar 2015,54.42
25,Apr 2015,50.8
26,May 2015,55.27
27,Jun 2015,63.21
28,Jul 2015,75.41
29,Aug 2015,67.82
30,Sep 2015,58.77
31,Oct 2015,60.66
32,Nov 2015,61.52
33,Dec 2015,69.51
34,Jan 2016,87.8
35,Feb 2016,74.15
36,Mar 2016,63.05
37,Apr 2016,50.1
38,May 2016,54.49
39,Jun 2016,62.31
40,Jul 2016,79.58
41,Aug 2016,71.58
42,Sep 2016,62.05
43,Oct 2016,54.33
44,Nov 2016,55.06
45,Dec 2016,62.49
46,Jan 2017,91.58
47,Feb 2017,77.24
48,Mar 2017,65.59
49,Apr 2017,51.72
50,May 2017,56.24
51,Jun 2017,64.29
52,Jul 2017,82.16
53,Aug 2017,73.93
54,Sep 2017,64.1
55,Oct 2017,56.16
56,Nov 2017,57
57,Dec 2017,64.67
58,Jan 2018,99.73
59,Feb 2018,84.12
60,Mar 2018,71.46
61,Apr 2018,56.16
62,May 2018,61.09
63,Jun 2018,69.84
64,Jul 2018,89.23
65,Aug 2018,80.35
66,Sep 2018,69.68
67,Oct 2018,61.13
68,Nov 2018,62.32
69,Dec 2018,70.9
70,Jan 2019,100.13
71,Feb 2019,84.47
72,Mar 2019,71.79
73,Apr 2019,56.68
74,May 2019,61.75
75,Jun 2019,70.65
76,Jul 2019,90.33
77,Aug 2019,81.41
78,Sep 2019,70.61
79,Oct 2019,61.94
80,Nov 2019,63.19
81,Dec 2019,71.98
82,Jan 2020,99.45
83,Feb 2020,83.88
84,Mar 2020,71.31
85,Apr 2020,56.39
86,May 2020,61.39
87,Jun 2020,70.22
88,Jul 2020,89.8
89,Aug 2020,80.93
90,Sep 2020,70.21
91,Oct 2020,61.59
