,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 09/24/2013,
6,As Of : 9/24/2013,
7,Term,Alberta
8,Sep 2013,67.47
9,Oct 2013,76.07
10,Nov 2013,84.17
11,Dec 2013,85.87
12,Jan 2014,95.22
13,Feb 2014,80.91
14,Mar 2014,67.4
15,Apr 2014,56.92
16,May 2014,62.05
17,Jun 2014,71.06
18,Jul 2014,94.36
19,Aug 2014,84.91
20,Sep 2014,73.56
21,Oct 2014,65.68
22,Nov 2014,66.81
23,Dec 2014,75.75
24,Jan 2015,79.96
25,Feb 2015,67.49
26,Mar 2015,57.43
27,Apr 2015,49.29
28,May 2015,53.58
29,Jun 2015,61.32
30,Jul 2015,77.56
31,Aug 2015,69.78
32,Sep 2015,60.48
33,Oct 2015,62.45
34,Nov 2015,63.41
35,Dec 2015,71.89
36,Jan 2016,92.67
37,Feb 2016,78.07
38,Mar 2016,66.26
39,Apr 2016,52.19
40,May 2016,56.73
41,Jun 2016,64.86
42,Jul 2016,82.89
43,Aug 2016,74.59
44,Sep 2016,64.67
45,Oct 2016,56.6
46,Nov 2016,57.46
47,Dec 2016,65.24
48,Jan 2017,95.5
49,Feb 2017,80.5
50,Mar 2017,68.34
51,Apr 2017,53.9
52,May 2017,58.65
53,Jun 2017,67.04
54,Jul 2017,85.68
55,Aug 2017,77.11
56,Sep 2017,66.85
57,Oct 2017,58.56
58,Nov 2017,59.6
59,Dec 2017,67.68
60,Jan 2018,101.08
61,Feb 2018,85.22
62,Mar 2018,72.38
63,Apr 2018,57
64,May 2018,62.02
65,Jun 2018,70.9
66,Jul 2018,90.59
67,Aug 2018,81.58
68,Sep 2018,70.72
69,Oct 2018,62.01
70,Nov 2018,63.44
71,Dec 2018,72.33
72,Jan 2019,101.89
73,Feb 2019,85.92
74,Mar 2019,73.03
75,Apr 2019,57.79
76,May 2019,62.95
77,Jun 2019,72.02
78,Jul 2019,92.12
79,Aug 2019,83.04
80,Sep 2019,72.06
81,Oct 2019,63.22
82,Nov 2019,64.62
83,Dec 2019,73.63
84,Jan 2020,98.61
85,Feb 2020,83.15
86,Mar 2020,70.72
87,Apr 2020,56.25
88,May 2020,61.26
89,Jun 2020,70.09
90,Jul 2020,89.65
91,Aug 2020,80.82
