,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
0,Power Forwards & Futures (Data),,,,
1,Source: OTC Global Holdings,,,,
2,Region: ERCOT,,,,
3,Forward Term: Monthly,,,,
4,Peak: Off Peak,,,,
5,As Of: 02/13/2013,,,,
6,As Of : 2/13/2013,,,,
7,Term,Houston Zone,North Zone,South Zone,West Zone
8,Feb 2013,17.86,16.33,12.68,12.42
9,Mar 2013,22.87,20.72,16.56,12.7
10,Apr 2013,27.06,23.11,19.29,14.75
11,May 2013,26.66,24.04,21.78,17.78
12,Jun 2013,30.68,27.92,26.47,21.01
13,Jul 2013,32.53,29.72,27.75,26.95
14,Aug 2013,36.86,34.63,32.85,30.76
15,Sep 2013,25.06,23.67,23.03,22.81
16,Oct 2013,19.64,17.64,17.88,14.69
17,Nov 2013,22.74,24.81,26.32,15.44
18,Dec 2013,26.05,29,30.19,23.58
19,Jan 2014,32.03,30.07,33.1,24.66
20,Feb 2014,29.94,26.66,20.58,20.13
21,Mar 2014,32.78,30.35,23.97,18.17
22,Apr 2014,34.92,30.97,25.65,19.5
23,May 2014,38.65,34.27,30.99,25.81
24,Jun 2014,48.3,43.07,41.13,33.26
25,Jul 2014,45.07,40.09,37.62,36.77
26,Aug 2014,49.52,44.86,42.54,40.11
27,Sep 2014,36.66,33.06,32.19,31.13
28,Oct 2014,25.75,22.73,22.95,18.83
29,Nov 2014,18.32,19.29,20.37,11.85
30,Dec 2014,23.88,23.25,24.04,18.66
31,Jan 2015,31.04,29.1,32.06,23.87
32,Feb 2015,28.98,25.92,19.98,19.55
33,Mar 2015,32.01,29.54,23.44,17.69
34,Apr 2015,33.51,29.65,24.56,18.69
35,May 2015,36.65,32.4,29.48,24.37
36,Jun 2015,47.81,42.64,40.77,32.84
37,Jul 2015,45.39,40.21,37.77,37.27
38,Aug 2015,50.95,46.06,43.68,41.6
39,Sep 2015,37.98,33.89,33.06,31.97
40,Oct 2015,32.39,28.44,28.89,23.73
41,Nov 2015,24.8,26.12,27.76,16.08
42,Dec 2015,29.65,28.09,28.87,23.77
43,Jan 2016,34.03,30.68,28.36,24.09
44,Feb 2016,29.46,25.8,19.83,19.48
45,Mar 2016,32.34,29.44,23.34,17.65
46,Apr 2016,33.68,29.34,24.45,18.49
47,May 2016,36.97,31.97,29.22,24.09
48,Jun 2016,48.21,42.1,40.28,32.39
49,Jul 2016,45.68,39.71,37.37,36.76
50,Aug 2016,51.26,45.44,43.14,41.12
51,Sep 2016,38.18,33.49,32.48,31.63
52,Oct 2016,32.51,27.96,28.33,23.37
53,Nov 2016,24.91,25.76,27.24,15.87
54,Dec 2016,30.4,28.64,29.41,25.99
55,Jan 2017,32,32.41,26.56,24.59
56,Feb 2017,30.3,26.64,20.43,20.14
57,Mar 2017,33.48,30.27,24.18,18.13
58,Apr 2017,34.93,30.29,25.17,19.09
59,May 2017,38.14,33.23,30.27,24.98
60,Jun 2017,49.78,43.43,41.72,33.44
61,Jul 2017,47.21,40.98,38.51,37.99
62,Aug 2017,52.86,46.91,44.54,42.56
63,Sep 2017,39.43,34.56,33.49,32.59
64,Oct 2017,33.46,28.92,29.25,24.15
65,Nov 2017,25.71,26.67,28.1,16.45
66,Dec 2017,31.39,29.7,30.31,26.9
67,Jan 2018,36.75,33.09,33.62,25.47
68,Feb 2018,31.5,27.6,21.27,20.87
69,Mar 2018,34.71,31.41,25.05,18.87
70,Apr 2018,36.18,31.51,26.19,19.92
71,May 2018,39.69,34.46,31.31,25.96
72,Jun 2018,51.69,45.16,43.27,34.84
73,Jul 2018,48.93,42.63,39.96,39.52
74,Aug 2018,54.98,48.83,46.22,44.13
75,Sep 2018,41.04,35.97,34.99,33.92
76,Oct 2018,34.98,30.02,30.48,25.09
77,Nov 2018,26.85,27.76,29.42,17.09
78,Dec 2018,33.32,31.57,32.21,27.99
79,Jan 2019,38.98,34.62,34.62,26.65
80,Feb 2019,33.8,29.91,22.85,21.82
81,Mar 2019,37.28,34.05,27,19.32
82,Apr 2019,39.08,34.14,28.33,20.37
83,May 2019,42.51,37.2,33.82,27.23
84,Jun 2019,57.27,50.45,48.06,36.8
85,Jul 2019,61.67,54.82,50.62,56.55
86,Aug 2019,67.9,53.91,53.6,53.13
87,Sep 2019,44.7,35.6,35.61,33.88
88,Oct 2019,35.18,34.56,35.34,31.31
89,Nov 2019,28.38,29.12,29.34,20.57
90,Dec 2019,29.24,29.68,29.83,27.08
91,Jan 2020,34.44,35.44,35.45,31.11
