,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 06/20/2013,
6,As Of : 6/20/2013,
7,Term,Alberta
8,Jun 2013,59.33
9,Jul 2013,134.31
10,Aug 2013,125.74
11,Sep 2013,119.38
12,Oct 2013,88.54
13,Nov 2013,81.88
14,Dec 2013,80.44
15,Jan 2014,86.45
16,Feb 2014,80.29
17,Mar 2014,74.02
18,Apr 2014,56.1
19,May 2014,60.92
20,Jun 2014,69.77
21,Jul 2014,94.42
22,Aug 2014,84.7
23,Sep 2014,73.21
24,Oct 2014,61.42
25,Nov 2014,62.44
26,Dec 2014,70.64
27,Jan 2015,78.7
28,Feb 2015,64.43
29,Mar 2015,58.5
30,Apr 2015,50.24
31,May 2015,54.62
32,Jun 2015,62.46
33,Jul 2015,82.5
34,Aug 2015,74.1
35,Sep 2015,64.06
36,Oct 2015,67.13
37,Nov 2015,68.38
38,Dec 2015,77.69
39,Jan 2016,83.32
40,Feb 2016,68.2
41,Mar 2016,61.86
42,Apr 2016,56.36
43,May 2016,61.33
44,Jun 2016,70.19
45,Jul 2016,86.74
46,Aug 2016,77.9
47,Sep 2016,67.36
48,Oct 2016,66.23
49,Nov 2016,67.66
50,Dec 2016,77.01
51,Jan 2017,86.74
52,Feb 2017,71.04
53,Mar 2017,64.47
54,Apr 2017,58.87
55,May 2017,64.02
56,Jun 2017,73.2
57,Jul 2017,90.46
58,Aug 2017,81.23
59,Sep 2017,70.3
60,Oct 2017,69.17
61,Nov 2017,70.92
62,Dec 2017,80.86
63,Jan 2018,91.13
64,Feb 2018,74.74
65,Mar 2018,67.87
66,Apr 2018,62.35
67,May 2018,67.83
68,Jun 2018,77.52
69,Jul 2018,95.78
70,Aug 2018,86.01
71,Sep 2018,74.45
72,Oct 2018,73.31
73,Nov 2018,75.18
74,Dec 2018,85.78
75,Jan 2019,91.71
76,Feb 2019,75.22
77,Mar 2019,68.36
78,Apr 2019,63.39
79,May 2019,69.1
80,Jun 2019,79.02
81,Jul 2019,97.64
82,Aug 2019,87.69
83,Sep 2019,75.91
84,Oct 2019,74.72
85,Nov 2019,76.54
86,Dec 2019,87.11
87,Jan 2020,100.57
88,Feb 2020,82.54
89,Mar 2020,75.1
90,Apr 2020,70.27
91,May 2020,76.57
