,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 06/26/2013,
6,As Of : 6/26/2013,
7,Term,Alberta
8,Jun 2013,59.45
9,Jul 2013,142.83
10,Aug 2013,134.42
11,Sep 2013,125.99
12,Oct 2013,95.11
13,Nov 2013,86.87
14,Dec 2013,85.95
15,Jan 2014,91.33
16,Feb 2014,84.1
17,Mar 2014,77.63
18,Apr 2014,59.38
19,May 2014,64.56
20,Jun 2014,74.02
21,Jul 2014,100.26
22,Aug 2014,88.16
23,Sep 2014,77.33
24,Oct 2014,66.18
25,Nov 2014,66.08
26,Dec 2014,74.91
27,Jan 2015,81.59
28,Feb 2015,66.96
29,Mar 2015,60.92
30,Apr 2015,53.02
31,May 2015,57.64
32,Jun 2015,65.93
33,Jul 2015,87.26
34,Aug 2015,76.85
35,Sep 2015,67.37
36,Oct 2015,72.59
37,Nov 2015,72.26
38,Dec 2015,82.09
39,Jan 2016,85.31
40,Feb 2016,70.02
41,Mar 2016,63.63
42,Apr 2016,59.42
43,May 2016,64.63
44,Jun 2016,73.99
45,Jul 2016,91.64
46,Aug 2016,80.73
47,Sep 2016,70.82
48,Oct 2016,71.58
49,Nov 2016,71.58
50,Dec 2016,81.53
51,Jan 2017,88.86
52,Feb 2017,72.96
53,Mar 2017,66.35
54,Apr 2017,62.13
55,May 2017,67.55
56,Jun 2017,77.25
57,Jul 2017,95.64
58,Aug 2017,84.22
59,Sep 2017,73.93
60,Oct 2017,74.73
61,Nov 2017,74.98
62,Dec 2017,85.46
63,Jan 2018,93.19
64,Feb 2018,76.61
65,Mar 2018,69.72
66,Apr 2018,65.91
67,May 2018,71.65
68,Jun 2018,81.91
69,Jul 2018,101.38
70,Aug 2018,89.32
71,Sep 2018,78.43
72,Oct 2018,79.36
73,Nov 2018,79.61
74,Dec 2018,90.76
75,Jan 2019,93.89
76,Feb 2019,77.19
77,Mar 2019,70.32
78,Apr 2019,66.74
79,May 2019,72.67
80,Jun 2019,83.17
81,Jul 2019,102.98
82,Aug 2019,90.8
83,Sep 2019,79.71
84,Oct 2019,80.58
85,Nov 2019,80.69
86,Dec 2019,91.7
87,Jan 2020,103.19
88,Feb 2020,84.86
89,Mar 2020,77.39
90,Apr 2020,73.68
91,May 2020,80.2
