,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 10/02/2013,
6,As Of : 10/2/2013,
7,Term,Alberta
8,Oct 2013,78.23
9,Nov 2013,82.11
10,Dec 2013,83.5
11,Jan 2014,93.96
12,Feb 2014,80.44
13,Mar 2014,68.14
14,Apr 2014,56.81
15,May 2014,61.95
16,Jun 2014,70.97
17,Jul 2014,94.42
18,Aug 2014,85.01
19,Sep 2014,73.62
20,Oct 2014,65.63
21,Nov 2014,66.64
22,Dec 2014,75.6
23,Jan 2015,79.65
24,Feb 2015,67.17
25,Mar 2015,57.11
26,Apr 2015,49.44
27,May 2015,53.74
28,Jun 2015,61.47
29,Jul 2015,76.11
30,Aug 2015,68.46
31,Sep 2015,59.34
32,Oct 2015,60.49
33,Nov 2015,61.43
34,Dec 2015,69.67
35,Jan 2016,90.16
36,Feb 2016,75.99
37,Mar 2016,64.49
38,Apr 2016,50.78
39,May 2016,55.2
40,Jun 2016,63.11
41,Jul 2016,80.66
42,Aug 2016,72.58
43,Sep 2016,62.93
44,Oct 2016,55.08
45,Nov 2016,55.99
46,Dec 2016,63.74
47,Jan 2017,92.32
48,Feb 2017,77.82
49,Mar 2017,66.08
50,Apr 2017,52.12
51,May 2017,56.71
52,Jun 2017,64.82
53,Jul 2017,82.85
54,Aug 2017,74.56
55,Sep 2017,64.64
56,Oct 2017,56.62
57,Nov 2017,57.63
58,Dec 2017,65.44
59,Jan 2018,99.62
60,Feb 2018,83.99
61,Mar 2018,71.33
62,Apr 2018,56.24
63,May 2018,61.19
64,Jun 2018,69.96
65,Jul 2018,89.39
66,Aug 2018,80.49
67,Sep 2018,69.78
68,Oct 2018,61.18
69,Nov 2018,62.58
70,Dec 2018,71.34
71,Jan 2019,100.41
72,Feb 2019,84.67
73,Mar 2019,71.97
74,Apr 2019,56.95
75,May 2019,62.03
76,Jun 2019,70.97
77,Jul 2019,90.79
78,Aug 2019,81.84
79,Sep 2019,71.01
80,Oct 2019,62.3
81,Nov 2019,63.68
82,Dec 2019,72.56
83,Jan 2020,98.06
84,Feb 2020,82.69
85,Mar 2020,70.33
86,Apr 2020,55.94
87,May 2020,60.92
88,Jun 2020,69.71
89,Jul 2020,89.16
90,Aug 2020,80.38
91,Sep 2020,69.77
