,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 07/17/2013,
6,As Of : 7/17/2013,
7,Term,Alberta
8,Jul 2013,96.63
9,Aug 2013,117.96
10,Sep 2013,116.73
11,Oct 2013,82.42
12,Nov 2013,79.23
13,Dec 2013,78.81
14,Jan 2014,91.3
15,Feb 2014,78.16
16,Mar 2014,69.35
17,Apr 2014,54.44
18,May 2014,59.28
19,Jun 2014,67.94
20,Jul 2014,88.61
21,Aug 2014,79.8
22,Sep 2014,69.68
23,Oct 2014,60.48
24,Nov 2014,61.38
25,Dec 2014,69.46
26,Jan 2015,74.06
27,Feb 2015,60.75
28,Mar 2015,55.29
29,Apr 2015,47.73
30,May 2015,51.92
31,Jun 2015,59.4
32,Jul 2015,78.36
33,Aug 2015,70.58
34,Sep 2015,61.59
35,Oct 2015,65.08
36,Nov 2015,65.92
37,Dec 2015,74.55
38,Jan 2016,77.41
39,Feb 2016,63.45
40,Mar 2016,57.63
41,Apr 2016,53.14
42,May 2016,57.82
43,Jun 2016,66.15
44,Jul 2016,81.98
45,Aug 2016,73.86
46,Sep 2016,64.49
47,Oct 2016,63.72
48,Nov 2016,64.7
49,Dec 2016,73.33
50,Jan 2017,81.66
51,Feb 2017,66.95
52,Mar 2017,60.84
53,Apr 2017,56.22
54,May 2017,61.17
55,Jun 2017,69.95
56,Jul 2017,86.66
57,Aug 2017,78.06
58,Sep 2017,68.2
59,Oct 2017,67.43
60,Nov 2017,68.89
61,Dec 2017,78.46
62,Jan 2018,85.96
63,Feb 2018,70.53
64,Mar 2018,64.15
65,Apr 2018,59.53
66,May 2018,64.76
67,Jun 2018,74.04
68,Jul 2018,91.72
69,Aug 2018,82.65
70,Sep 2018,72.24
71,Oct 2018,71.47
72,Nov 2018,73.04
73,Dec 2018,83.16
74,Jan 2019,86.37
75,Feb 2019,70.94
76,Mar 2019,64.58
77,Apr 2019,60.38
78,May 2019,65.79
79,Jun 2019,75.31
80,Jul 2019,93.32
81,Aug 2019,84.16
82,Sep 2019,73.53
83,Oct 2019,72.7
84,Nov 2019,74.15
85,Dec 2019,84.16
86,Jan 2020,93.36
87,Feb 2020,76.7
88,Mar 2020,69.88
89,Apr 2020,65.7
90,May 2020,71.56
91,Jun 2020,81.86
