,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 07/07/2013,
6,As Of : 7/5/2013,
7,Term,Alberta
8,Jul 2013,128.91
9,Aug 2013,135.99
10,Sep 2013,121.02
11,Oct 2013,93.79
12,Nov 2013,83.72
13,Dec 2013,83.53
14,Jan 2014,89.45
15,Feb 2014,81.49
16,Mar 2014,73.47
17,Apr 2014,58.03
18,May 2014,63.18
19,Jun 2014,72.42
20,Jul 2014,95.95
21,Aug 2014,86.4
22,Sep 2014,74.96
23,Oct 2014,63.51
24,Nov 2014,64.65
25,Dec 2014,73.35
26,Jan 2015,78.9
27,Feb 2015,64.64
28,Mar 2015,58.71
29,Apr 2015,50.81
30,May 2015,55.3
31,Jun 2015,63.29
32,Jul 2015,84.03
33,Aug 2015,75.7
34,Sep 2015,65.62
35,Oct 2015,69.14
36,Nov 2015,70.27
37,Dec 2015,79.8
38,Jan 2016,83.29
39,Feb 2016,68.25
40,Mar 2016,61.89
41,Apr 2016,57.24
42,May 2016,62.29
43,Jun 2016,71.29
44,Jul 2016,88.38
45,Aug 2016,79.64
46,Sep 2016,69.07
47,Oct 2016,68.25
48,Nov 2016,69.68
49,Dec 2016,79.41
50,Jan 2017,87.54
51,Feb 2017,71.74
52,Mar 2017,65.1
53,Apr 2017,60.52
54,May 2017,65.85
55,Jun 2017,75.34
56,Jul 2017,93.38
57,Aug 2017,84.14
58,Sep 2017,73.04
59,Oct 2017,72.21
60,Nov 2017,74.04
61,Dec 2017,84.61
62,Jan 2018,91.81
63,Feb 2018,75.32
64,Mar 2018,68.4
65,Apr 2018,64.22
66,May 2018,69.88
67,Jun 2018,79.91
68,Jul 2018,98.99
69,Aug 2018,89.2
70,Sep 2018,77.45
71,Oct 2018,76.6
72,Nov 2018,78.47
73,Dec 2018,89.54
74,Jan 2019,92.49
75,Feb 2019,75.89
76,Mar 2019,68.99
77,Apr 2019,65.17
78,May 2019,71.02
79,Jun 2019,81.28
80,Jul 2019,100.72
81,Aug 2019,90.83
82,Sep 2019,78.84
83,Oct 2019,77.92
84,Nov 2019,79.66
85,Dec 2019,90.61
86,Jan 2020,100.2
87,Feb 2020,82.22
88,Mar 2020,74.81
89,Apr 2020,70.88
90,May 2020,77.22
91,Jun 2020,88.33
