,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 07/16/2013,
6,As Of : 7/16/2013,
7,Term,Alberta
8,Jul 2013,91.31
9,Aug 2013,120.56
10,Sep 2013,114.91
11,Oct 2013,81.81
12,Nov 2013,78.28
13,Dec 2013,78.01
14,Jan 2014,86.44
15,Feb 2014,79.07
16,Mar 2014,71.53
17,Apr 2014,54.42
18,May 2014,59.3
19,Jun 2014,67.94
20,Jul 2014,88.31
21,Aug 2014,79.53
22,Sep 2014,69.3
23,Oct 2014,58.55
24,Nov 2014,59.51
25,Dec 2014,67.41
26,Jan 2015,75.1
27,Feb 2015,61.56
28,Mar 2015,56.07
29,Apr 2015,47.1
30,May 2015,51.26
31,Jun 2015,58.66
32,Jul 2015,77.62
33,Aug 2015,69.9
34,Sep 2015,60.86
35,Oct 2015,64.17
36,Nov 2015,65.11
37,Dec 2015,73.69
38,Jan 2016,78.3
39,Feb 2016,64.13
40,Mar 2016,58.26
41,Apr 2016,52.41
42,May 2016,57.06
43,Jun 2016,65.28
44,Jul 2016,80.93
45,Aug 2016,72.92
46,Sep 2016,63.52
47,Oct 2016,62.67
48,Nov 2016,63.76
49,Dec 2016,72.34
50,Jan 2017,82.45
51,Feb 2017,67.57
52,Mar 2017,61.42
53,Apr 2017,55.37
54,May 2017,60.28
55,Jun 2017,68.93
56,Jul 2017,85.43
57,Aug 2017,76.95
58,Sep 2017,67.07
59,Oct 2017,66.23
60,Nov 2017,67.81
61,Dec 2017,77.35
62,Jan 2018,86.63
63,Feb 2018,71.02
64,Mar 2018,64.6
65,Apr 2018,58.55
66,May 2018,63.73
67,Jun 2018,72.87
68,Jul 2018,90.3
69,Aug 2018,81.37
70,Sep 2018,70.95
71,Oct 2018,70.11
72,Nov 2018,71.81
73,Dec 2018,81.88
74,Jan 2019,86.96
75,Feb 2019,71.4
76,Mar 2019,65.05
77,Apr 2019,59.39
78,May 2019,64.76
79,Jun 2019,74.12
80,Jul 2019,91.89
81,Aug 2019,82.87
82,Sep 2019,72.24
83,Oct 2019,71.32
84,Nov 2019,72.91
85,Dec 2019,82.87
86,Jan 2020,94.1
87,Feb 2020,77.27
88,Mar 2020,70.46
89,Apr 2020,64.6
90,May 2020,70.42
91,Jun 2020,80.55
