,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 10/24/2013,
6,As Of : 10/24/2013,
7,Term,Alberta
8,Oct 2013,71.59
9,Nov 2013,75.3
10,Dec 2013,80.07
11,Jan 2014,90.16
12,Feb 2014,81.4
13,Mar 2014,73.05
14,Apr 2014,71.96
15,May 2014,65.91
16,Jun 2014,63.66
17,Jul 2014,97.06
18,Aug 2014,87.33
19,Sep 2014,75.54
20,Oct 2014,68.01
21,Nov 2014,68.98
22,Dec 2014,77.94
23,Jan 2015,79.65
24,Feb 2015,67.18
25,Mar 2015,57.17
26,Apr 2015,52.01
27,May 2015,56.55
28,Jun 2015,64.63
29,Jul 2015,76.17
30,Aug 2015,68.49
31,Sep 2015,59.37
32,Oct 2015,61.94
33,Nov 2015,62.86
34,Dec 2015,71.09
35,Jan 2016,90.41
36,Feb 2016,76.18
37,Mar 2016,64.65
38,Apr 2016,51.1
39,May 2016,55.55
40,Jun 2016,63.53
41,Jul 2016,81.18
42,Aug 2016,73.07
43,Sep 2016,63.35
44,Oct 2016,55.48
45,Nov 2016,56.33
46,Dec 2016,64.05
47,Jan 2017,93.89
48,Feb 2017,79.13
49,Mar 2017,67.19
50,Apr 2017,53.07
51,May 2017,57.71
52,Jun 2017,65.95
53,Jul 2017,84.27
54,Aug 2017,75.82
55,Sep 2017,65.73
56,Oct 2017,57.58
57,Nov 2017,58.56
58,Dec 2017,66.52
59,Jan 2018,101.52
60,Feb 2018,85.61
61,Mar 2018,72.73
62,Apr 2018,57.08
63,May 2018,62.08
64,Jun 2018,70.95
65,Jul 2018,90.64
66,Aug 2018,81.6
67,Sep 2018,70.75
68,Oct 2018,62.03
69,Nov 2018,63.51
70,Dec 2018,72.48
71,Jan 2019,101.96
72,Feb 2019,85.99
73,Mar 2019,73.1
74,Apr 2019,57.73
75,May 2019,62.87
76,Jun 2019,71.94
77,Jul 2019,91.96
78,Aug 2019,82.86
79,Sep 2019,71.87
80,Oct 2019,63.02
81,Nov 2019,64.48
82,Dec 2019,73.61
83,Jan 2020,99.1
84,Feb 2020,83.6
85,Mar 2020,71.13
86,Apr 2020,56.46
87,May 2020,61.48
88,Jun 2020,70.32
89,Jul 2020,89.93
90,Aug 2020,81.06
91,Sep 2020,70.35
