,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 09/25/2013,
6,As Of : 9/25/2013,
7,Term,Alberta
8,Sep 2013,60.84
9,Oct 2013,77.14
10,Nov 2013,86.56
11,Dec 2013,88.52
12,Jan 2014,99.79
13,Feb 2014,83.07
14,Mar 2014,69.12
15,Apr 2014,58.24
16,May 2014,63.52
17,Jun 2014,72.77
18,Jul 2014,96.48
19,Aug 2014,86.82
20,Sep 2014,75.19
21,Oct 2014,67.02
22,Nov 2014,68.15
23,Dec 2014,77.29
24,Jan 2015,81.32
25,Feb 2015,68.64
26,Mar 2015,58.36
27,Apr 2015,49.84
28,May 2015,54.18
29,Jun 2015,61.98
30,Jul 2015,78.37
31,Aug 2015,70.51
32,Sep 2015,61.11
33,Oct 2015,63.14
34,Nov 2015,64.11
35,Dec 2015,72.7
36,Jan 2016,93.56
37,Feb 2016,78.84
38,Mar 2016,66.91
39,Apr 2016,52.75
40,May 2016,57.34
41,Jun 2016,65.56
42,Jul 2016,83.79
43,Aug 2016,75.4
44,Sep 2016,65.37
45,Oct 2016,57.22
46,Nov 2016,58.09
47,Dec 2016,65.96
48,Jan 2017,96.31
49,Feb 2017,81.18
50,Mar 2017,68.91
51,Apr 2017,54.42
52,May 2017,59.2
53,Jun 2017,67.68
54,Jul 2017,86.5
55,Aug 2017,77.84
56,Sep 2017,67.49
57,Oct 2017,59.12
58,Nov 2017,60.17
59,Dec 2017,68.33
60,Jan 2018,101.8
61,Feb 2018,85.82
62,Mar 2018,72.89
63,Apr 2018,57.39
64,May 2018,62.45
65,Jun 2018,71.4
66,Jul 2018,91.23
67,Aug 2018,82.15
68,Sep 2018,71.22
69,Oct 2018,62.45
70,Nov 2018,63.87
71,Dec 2018,72.82
72,Jan 2019,102.41
73,Feb 2019,86.35
74,Mar 2019,73.39
75,Apr 2019,58.01
76,May 2019,63.18
77,Jun 2019,72.29
78,Jul 2019,92.48
79,Aug 2019,83.36
80,Sep 2019,72.34
81,Oct 2019,63.47
82,Nov 2019,64.87
83,Dec 2019,73.93
84,Jan 2020,98.99
85,Feb 2020,83.47
86,Mar 2020,70.99
87,Apr 2020,56.4
88,May 2020,61.42
89,Jun 2020,70.28
90,Jul 2020,89.89
91,Aug 2020,81.04
