,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 06/10/2013,
6,As Of : 6/10/2013,
7,Term,Alberta
8,Jun 2013,143.74
9,Jul 2013,135.33
10,Aug 2013,122.78
11,Sep 2013,120.44
12,Oct 2013,91.32
13,Nov 2013,85.34
14,Dec 2013,82.27
15,Jan 2014,81.73
16,Feb 2014,80.18
17,Mar 2014,78.69
18,Apr 2014,57.33
19,May 2014,62.24
20,Jun 2014,71.33
21,Jul 2014,95.47
22,Aug 2014,85.97
23,Sep 2014,74.54
24,Oct 2014,62.49
25,Nov 2014,63.49
26,Dec 2014,72.03
27,Jan 2015,77.44
28,Feb 2015,63.39
29,Mar 2015,57.5
30,Apr 2015,49.79
31,May 2015,54.13
32,Jun 2015,61.91
33,Jul 2015,82.24
34,Aug 2015,74.1
35,Sep 2015,64.27
36,Oct 2015,67.51
37,Nov 2015,68.76
38,Dec 2015,78.31
39,Jan 2016,82.6
40,Feb 2016,67.6
41,Mar 2016,61.31
42,Apr 2016,56.63
43,May 2016,61.62
44,Jun 2016,70.53
45,Jul 2016,87.45
46,Aug 2016,78.79
47,Sep 2016,68.37
48,Oct 2016,67.55
49,Nov 2016,68.92
50,Dec 2016,78.46
51,Jan 2017,86.01
52,Feb 2017,70.47
53,Mar 2017,63.92
54,Apr 2017,59.26
55,May 2017,64.48
56,Jun 2017,73.71
57,Jul 2017,91.36
58,Aug 2017,82.27
59,Sep 2017,71.4
60,Oct 2017,70.54
61,Nov 2017,72.17
62,Dec 2017,82.25
63,Jan 2018,90.4
64,Feb 2018,74.14
65,Mar 2018,67.31
66,Apr 2018,62.78
67,May 2018,68.29
68,Jun 2018,78.04
69,Jul 2018,96.66
70,Aug 2018,87.04
71,Sep 2018,75.55
72,Oct 2018,74.71
73,Nov 2018,76.46
74,Dec 2018,87.19
75,Jan 2019,90.83
76,Feb 2019,74.5
77,Mar 2019,67.69
78,Apr 2019,63.78
79,May 2019,69.49
80,Jun 2019,79.46
81,Jul 2019,98.39
82,Aug 2019,88.59
83,Sep 2019,76.89
84,Oct 2019,75.99
85,Nov 2019,77.64
86,Dec 2019,88.29
87,Jan 2020,99.6
88,Feb 2020,81.71
89,Mar 2020,74.3
90,Apr 2020,70.2
91,May 2020,76.48
