,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 09/09/2013,
6,As Of : 9/9/2013,
7,Term,Alberta
8,Sep 2013,96.62
9,Oct 2013,81.6
10,Nov 2013,83.19
11,Dec 2013,82.11
12,Jan 2014,92.22
13,Feb 2014,81.79
14,Mar 2014,68.33
15,Apr 2014,57.23
16,May 2014,62.33
17,Jun 2014,71.36
18,Jul 2014,90.65
19,Aug 2014,81.65
20,Sep 2014,70.79
21,Oct 2014,63.04
22,Nov 2014,64.05
23,Dec 2014,72.53
24,Jan 2015,73.73
25,Feb 2015,62.08
26,Mar 2015,52.82
27,Apr 2015,47.32
28,May 2015,51.44
29,Jun 2015,58.82
30,Jul 2015,78.33
31,Aug 2015,70.49
32,Sep 2015,61.13
33,Oct 2015,63.78
34,Nov 2015,64.71
35,Dec 2015,73.44
36,Jan 2016,89.56
37,Feb 2016,75.47
38,Mar 2016,64.07
39,Apr 2016,50.37
40,May 2016,54.81
41,Jun 2016,62.68
42,Jul 2016,80.13
43,Aug 2016,72.17
44,Sep 2016,62.57
45,Oct 2016,54.8
46,Nov 2016,55.6
47,Dec 2016,63.04
48,Jan 2017,93.55
49,Feb 2017,78.84
50,Mar 2017,66.93
51,Apr 2017,52.69
52,May 2017,57.33
53,Jun 2017,65.55
54,Jul 2017,83.79
55,Aug 2017,75.4
56,Sep 2017,65.37
57,Oct 2017,57.31
58,Nov 2017,58.32
59,Dec 2017,66.2
60,Jan 2018,98.94
61,Feb 2018,83.39
62,Mar 2018,70.82
63,Apr 2018,55.54
64,May 2018,60.43
65,Jun 2018,69.08
66,Jul 2018,88.31
67,Aug 2018,79.54
68,Sep 2018,68.97
69,Oct 2018,60.5
70,Nov 2018,61.86
71,Dec 2018,70.5
72,Jan 2019,99.53
73,Feb 2019,83.92
74,Mar 2019,71.32
75,Apr 2019,56.27
76,May 2019,61.28
77,Jun 2019,70.12
78,Jul 2019,89.69
79,Aug 2019,80.85
80,Sep 2019,70.16
81,Oct 2019,61.55
82,Nov 2019,62.97
83,Dec 2019,71.75
84,Jan 2020,96.13
85,Feb 2020,81.08
86,Mar 2020,68.96
87,Apr 2020,54.8
88,May 2020,59.68
89,Jun 2020,68.28
90,Jul 2020,87.33
91,Aug 2020,78.73
