,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 05/30/2013,
6,As Of : 5/30/2013,
7,Term,Alberta
8,May 2013,91.28
9,Jun 2013,130
10,Jul 2013,130.94
11,Aug 2013,125.57
12,Sep 2013,122.91
13,Oct 2013,93.13
14,Nov 2013,94.34
15,Dec 2013,86.8
16,Jan 2014,84.95
17,Feb 2014,80.31
18,Mar 2014,78.09
19,Apr 2014,57.44
20,May 2014,62.33
21,Jun 2014,71.42
22,Jul 2014,97.38
23,Aug 2014,87.66
24,Sep 2014,75.97
25,Oct 2014,63.53
26,Nov 2014,64.5
27,Dec 2014,73.15
28,Jan 2015,78.44
29,Feb 2015,64.2
30,Mar 2015,58.24
31,Apr 2015,50.72
32,May 2015,55.09
33,Jun 2015,62.97
34,Jul 2015,83.47
35,Aug 2015,75.17
36,Sep 2015,65.2
37,Oct 2015,68.62
38,Nov 2015,69.87
39,Dec 2015,79.59
40,Jan 2016,83.64
41,Feb 2016,68.4
42,Mar 2016,62.02
43,Apr 2016,57.45
44,May 2016,62.51
45,Jun 2016,71.52
46,Jul 2016,88.5
47,Aug 2016,79.68
48,Sep 2016,69.12
49,Oct 2016,68.32
50,Nov 2016,69.62
51,Dec 2016,79.26
52,Jan 2017,87.1
53,Feb 2017,71.34
54,Mar 2017,64.71
55,Apr 2017,60.15
56,May 2017,65.42
57,Jun 2017,74.78
58,Jul 2017,92.48
59,Aug 2017,83.24
60,Sep 2017,72.2
61,Oct 2017,71.39
62,Nov 2017,73
63,Dec 2017,83.19
64,Jan 2018,88.11
65,Feb 2018,72.18
66,Mar 2018,65.51
67,Apr 2018,61.11
68,May 2018,66.48
69,Jun 2018,75.96
70,Jul 2018,93.89
71,Aug 2018,84.48
72,Sep 2018,73.28
73,Oct 2018,72.47
74,Nov 2018,74.14
75,Dec 2018,84.56
76,Jan 2019,88.64
77,Feb 2019,72.64
78,Mar 2019,65.98
79,Apr 2019,62.1
80,May 2019,67.63
81,Jun 2019,77.33
82,Jul 2019,95.56
83,Aug 2019,86.01
84,Sep 2019,74.62
85,Oct 2019,73.81
86,Nov 2019,75.39
87,Dec 2019,85.77
88,Jan 2020,95.93
89,Feb 2020,78.64
90,Mar 2020,71.48
91,Apr 2020,67.59
