,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 05/23/2013,
6,As Of : 5/23/2013,
7,Term,Alberta
8,May 2013,83.84
9,Jun 2013,114.97
10,Jul 2013,124.5
11,Aug 2013,118.51
12,Sep 2013,113.81
13,Oct 2013,88.8
14,Nov 2013,86.87
15,Dec 2013,85.24
16,Jan 2014,84.29
17,Feb 2014,81.14
18,Mar 2014,77.99
19,Apr 2014,54.54
20,May 2014,59.09
21,Jun 2014,67.61
22,Jul 2014,94.69
23,Aug 2014,85.29
24,Sep 2014,74.01
25,Oct 2014,61.98
26,Nov 2014,62.75
27,Dec 2014,70.98
28,Jan 2015,76.28
29,Feb 2015,62.56
30,Mar 2015,56.77
31,Apr 2015,48.98
32,May 2015,53.15
33,Jun 2015,60.73
34,Jul 2015,81.36
35,Aug 2015,73.3
36,Sep 2015,63.63
37,Oct 2015,66.7
38,Nov 2015,67.85
39,Dec 2015,76.96
40,Jan 2016,82.02
41,Feb 2016,67.25
42,Mar 2016,61.04
43,Apr 2016,56.31
44,May 2016,61.26
45,Jun 2016,70.04
46,Jul 2016,87.15
47,Aug 2016,78.45
48,Sep 2016,68.14
49,Oct 2016,67.19
50,Nov 2016,68.42
51,Dec 2016,77.67
52,Jan 2017,85.2
53,Feb 2017,69.97
54,Mar 2017,63.53
55,Apr 2017,58.86
56,May 2017,64.01
57,Jun 2017,73.17
58,Jul 2017,91.02
59,Aug 2017,81.98
60,Sep 2017,71.19
61,Oct 2017,70.19
62,Nov 2017,71.71
63,Dec 2017,81.48
64,Jan 2018,85.95
65,Feb 2018,70.6
66,Mar 2018,64.14
67,Apr 2018,59.63
68,May 2018,64.86
69,Jun 2018,74.1
70,Jul 2018,92.15
71,Aug 2018,82.96
72,Sep 2018,72.04
73,Oct 2018,71.05
74,Nov 2018,72.63
75,Dec 2018,82.59
76,Jan 2019,86.4
77,Feb 2019,70.99
78,Mar 2019,64.55
79,Apr 2019,60.54
80,May 2019,65.92
81,Jun 2019,75.37
82,Jul 2019,93.7
83,Aug 2019,84.38
84,Sep 2019,73.29
85,Oct 2019,72.28
86,Nov 2019,73.79
87,Dec 2019,83.7
88,Jan 2020,93.36
89,Feb 2020,76.74
90,Mar 2020,69.84
91,Apr 2020,65.77
