,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 07/11/2013,
6,As Of : 7/11/2013,
7,Term,Alberta
8,Jul 2013,99.45
9,Aug 2013,111.42
10,Sep 2013,108.22
11,Oct 2013,81.58
12,Nov 2013,75.39
13,Dec 2013,71.38
14,Jan 2014,77.42
15,Feb 2014,70.45
16,Mar 2014,63.5
17,Apr 2014,50.56
18,May 2014,55.06
19,Jun 2014,63.12
20,Jul 2014,83.6
21,Aug 2014,75.29
22,Sep 2014,67.88
23,Oct 2014,59.07
24,Nov 2014,58.88
25,Dec 2014,64.21
26,Jan 2015,68.78
27,Feb 2015,56.55
28,Mar 2015,51.33
29,Apr 2015,44.36
30,May 2015,48.25
31,Jun 2015,55.23
32,Jul 2015,73.37
33,Aug 2015,66.09
34,Sep 2015,59.44
35,Oct 2015,64.95
36,Nov 2015,64.27
37,Dec 2015,69.46
38,Jan 2016,72.86
39,Feb 2016,59.83
40,Mar 2016,54.23
41,Apr 2016,49.99
42,May 2016,54.4
43,Jun 2016,62.24
44,Jul 2016,77.34
45,Aug 2016,69.68
46,Sep 2016,62.75
47,Oct 2016,64.03
48,Nov 2016,63.64
49,Dec 2016,69.14
50,Jan 2017,76.72
51,Feb 2017,63.05
52,Mar 2017,57.18
53,Apr 2017,52.83
54,May 2017,57.48
55,Jun 2017,65.76
56,Jul 2017,81.7
57,Aug 2017,73.61
58,Sep 2017,66.34
59,Oct 2017,67.76
60,Nov 2017,67.84
61,Dec 2017,74.1
62,Jan 2018,80.77
63,Feb 2018,66.45
64,Mar 2018,60.32
65,Apr 2018,56.04
66,May 2018,60.96
67,Jun 2018,69.71
68,Jul 2018,86.58
69,Aug 2018,78.02
70,Sep 2018,70.32
71,Oct 2018,71.86
72,Nov 2018,71.9
73,Dec 2018,78.47
74,Jan 2019,81.28
75,Feb 2019,66.91
76,Mar 2019,60.83
77,Apr 2019,56.82
78,May 2019,61.92
79,Jun 2019,70.87
80,Jul 2019,88.06
81,Aug 2019,79.42
82,Sep 2019,71.56
83,Oct 2019,73.07
84,Nov 2019,72.97
85,Dec 2019,79.38
86,Jan 2020,87.6
87,Feb 2020,72.14
88,Mar 2020,65.63
89,Apr 2020,61.7
90,May 2020,67.22
91,Jun 2020,76.9
