,Unnamed: 0,Unnamed: 1
0,Power Forwards & Futures (Data),
1,Source: OTC Global Holdings,
2,Region: Alberta,
3,Forward Term: Monthly,
4,Peak: On Peak,
5,As Of: 07/22/2013,
6,As Of : 7/22/2013,
7,Term,Alberta
8,Jul 2013,93.65
9,Aug 2013,110.32
10,Sep 2013,110.89
11,Oct 2013,79.23
12,Nov 2013,77.5
13,Dec 2013,78.85
14,Jan 2014,90.65
15,Feb 2014,78.02
16,Mar 2014,67.41
17,Apr 2014,53.58
18,May 2014,58.31
19,Jun 2014,66.82
20,Jul 2014,87.38
21,Aug 2014,78.66
22,Sep 2014,68.9
23,Oct 2014,60.82
24,Nov 2014,61.73
25,Dec 2014,69.65
26,Jan 2015,71.22
27,Feb 2015,58.36
28,Mar 2015,52.96
29,Apr 2015,45.93
30,May 2015,49.95
31,Jun 2015,57.14
32,Jul 2015,75.53
33,Aug 2015,68.01
34,Sep 2015,59.56
35,Oct 2015,62.58
36,Nov 2015,63.49
37,Dec 2015,71.67
38,Jan 2016,75.04
39,Feb 2016,61.49
40,Mar 2016,55.78
41,Apr 2016,51.27
42,May 2016,55.78
43,Jun 2016,63.82
44,Jul 2016,79.2
45,Aug 2016,71.34
46,Sep 2016,62.49
47,Oct 2016,61.49
48,Nov 2016,62.49
49,Dec 2016,70.69
50,Jan 2017,79.02
51,Feb 2017,64.74
52,Mar 2017,58.73
53,Apr 2017,54.15
54,May 2017,58.92
55,Jun 2017,67.39
56,Jul 2017,83.63
57,Aug 2017,75.34
58,Sep 2017,66.05
59,Oct 2017,65.06
60,Nov 2017,66.62
61,Dec 2017,75.82
62,Jan 2018,82.93
63,Feb 2018,67.96
64,Mar 2018,61.69
65,Apr 2018,57.33
66,May 2018,62.35
67,Jun 2018,71.3
68,Jul 2018,88.46
69,Aug 2018,79.7
70,Sep 2018,69.89
71,Oct 2018,68.88
72,Nov 2018,70.57
73,Dec 2018,80.33
74,Jan 2019,83.34
75,Feb 2019,68.4
76,Mar 2019,62.12
77,Apr 2019,58.16
78,May 2019,63.39
79,Jun 2019,72.57
80,Jul 2019,90.08
81,Aug 2019,81.25
82,Sep 2019,71.24
83,Oct 2019,70.16
84,Nov 2019,71.74
85,Dec 2019,81.4
86,Jan 2020,90
87,Feb 2020,73.89
88,Mar 2020,67.16
89,Apr 2020,63.24
90,May 2020,68.9
91,Jun 2020,78.83
